id,entity_type,name,description,official_url,repository_url,manufacturer,device_type,physical_form,capabilities,processor,accelerator,memory,operating_system,open_source,commercial_status,source_name,source_url,website_status,logo_status,quality_score,updated_at
device:swellweb/reame,device,reame,"CPU-first LLM inference server on llama.cpp. Runs useful models on free-tier ARM boxes; rewriting the input made it ~6x faster and more accurate than tuning the engine. MIT, benchmarks and failures included.",https://swellweb.github.io/reame,https://github.com/swellweb/reame,swellweb,AI Workstation,Standalone Appliance,"edge_inference, low_latency_compute",Dedicated NPU Chip,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:loomax-labs/inferrlm,device,InferrLM,InferrLM - On-device AI for iOS & Android,,https://github.com/loomax-labs/inferrlm,loomax-labs,AI Workstation,Standalone Appliance,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:shawnhymel/tflite-speech-recognition,device,tflite-speech-recognition,Demo for training a convolutional neural network to classify words and deploy the model to a Raspberry Pi using TensorFlow Lite.,,https://github.com/shawnhymel/tflite-speech-recognition,ShawnHymel,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, on_device_training",Broadcom ARM NPU / Raspberry Pi,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:fikrikarim/volocal,device,volocal,Fully local voice AI for iOS,https://apps.apple.com/app/volocal/id6761493288,https://github.com/fikrikarim/volocal,fikrikarim,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:pic4ser/act,device,AcT,"Official code for ""Action Transformer: A Self-attention Model for Short-time Pose-based Human Action Recognition"", Pattern Recognition (2022).",https://sciencedirect.com/science/article/pii/S0031320321006634,https://github.com/pic4ser/act,PIC4SeR,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:ultralytics/yolo26,device,yolo26,"Ultralytics YOLO26 quickstart for detection, instance and semantic segmentation, depth estimation, classification, pose, OBB, and tracking.",https://platform.ultralytics.com/ultralytics/yolo26,https://github.com/ultralytics/yolo26,ultralytics,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:wladimiravila/esp32s3-distributed-ai,device,esp32s3-distributed-ai,"Distributed 56M-parameter LLM inference across 3 ESP32-S3 boards via ESP-NOW , Split-PLE + KV cache, fully offline.",,https://github.com/wladimiravila/esp32s3-distributed-ai,wladimiravila,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:soniqo/speech-core,device,speech-core,"On-device VAD / streaming STT / TTS / diarization in C++17 (ONNX + LiteRT) with a voice-agent pipeline. Linux, Windows, Android.",https://soniqo.audio/speech-core,https://github.com/soniqo/speech-core,soniqo,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:aiot-mlsys-lab/aiot-survey,device,AIoT-Survey,[TOSN 2024] Artificial Intelligence of Things: A Survey,,https://github.com/aiot-mlsys-lab/aiot-survey,AIoT-MLSys-Lab,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:fractal-compute-orchestrations/fractalandroid,device,FractalAndroid,"A human-centric, resource-aware Android node for edge computing and federated learning. Orchestrates distributed intelligence with privacy-first localization and empathetic hardware management.",https://play.google.com/store/apps/details?id=org.fractal.app&hl=en,https://github.com/fractal-compute-orchestrations/fractalandroid,Fractal-Compute-Orchestrations,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:geekgineer/needle-rs,device,needle-rs,"414 KB WASM runtime for Needle a 14M-parameter tool-calling transformer. Runs in browser, Cloudflare Workers, and Node.js. No backend required.",https://needle-rs.pages.dev,https://github.com/geekgineer/needle-rs,Geekgineer,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:lillthorin/yololite-official-repo,device,YoloLite-Official-Repo,“YOLOLite — lightweight YOLO in PyTorch. ONNX export + CPU inference (Raspberry Pi friendly).”,,https://github.com/lillthorin/yololite-official-repo,Lillthorin,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",Broadcom ARM NPU / Raspberry Pi,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:asierarranz/gemma-jetson-demos,device,gemma-jetson-demos,"Gemma models running 100% local on an 8 GB Jetson Orin Nano: voice assistants with RAG, multi-agent NPCs, live EN-JA translation, and a Gemma 4 voice + vision agent that decides when to look through the webcam. The demos from the Gemma 2 launch at Google Tokyo.",,https://github.com/asierarranz/gemma-jetson-demos,asierarranz,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:borhanmorphy/fastface,device,fastface,Light Face Detection using PyTorch Lightning,https://fastface.readthedocs.io,https://github.com/borhanmorphy/fastface,borhanMorphy,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:gittensor-ai-lab/sparkinfer,device,sparkinfer,Fastest MoE/LLM inference runtime for consumer and edge Blackwell GPUs. SN74 on Gittensor.,https://sparkinfer.com,https://github.com/gittensor-ai-lab/sparkinfer,gittensor-ai-lab,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:jaylfc/taosmd,device,taosmd,"Local-first AI memory — runs offline on any machine with 8 GB+ RAM (SBC, mini PC, laptop, workstation). Zero-loss verbatim archive, knowledge graph, hybrid retrieval. Framework-agnostic, no cloud.",,https://github.com/jaylfc/taosmd,jaylfc,AI Workstation,Standalone Appliance,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:peleab/stm32n6-facerecognition,device,STM32N6-FaceRecognition,"STM32N6 Face Recognition system using AI models deployed on STM32N6570-DK    with real-time face detection and recognition capabilities. Complete   embedded development environment with automated model compilation,   firmware signing, and flashing scripts.",,https://github.com/peleab/stm32n6-facerecognition,PeleAB,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:liuhang1994/ris-fl,device,RIS-FL,"Simulation Codes for ""Reconfigurable Intelligent Surface Enabled Federated Learning: A Unified Communication-Learning Design Approach""",,https://github.com/liuhang1994/ris-fl,liuhang1994,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, sensor_fusion",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:voicute/onnx-wakeword,device,onnx-wakeword,"Offline keyword spotting & wake word engine. ONNX format, model <130KB, inference <10ms. Runs on Android, ESP32, Linux, Web. No cloud, no data usage.",https://voicute.com,https://github.com/voicute/onnx-wakeword,voicute,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:eclipse-iofog/controller,device,Controller,"A cloud-native operations Controller for managing edge computing workloads, edgelet nodes, and deployments across Eclipse IoFog.",https://iofog.org,https://github.com/eclipse-iofog/controller,eclipse-iofog,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:abrahampaulj/facefusion-mobile,device,facefusion-mobile,"FaceFusion for Android. Offline face swap running on the phone's NPU, GPU or CPU. Qualcomm Hexagon (v68 to v81), Vulkan fallback, no server and no upload.",https://huggingface.co/AbrahamPJ/facefusion-mobile-models,https://github.com/abrahampaulj/facefusion-mobile,AbrahamPaulJ,AI Workstation,Standalone Appliance,"edge_inference, sensor_fusion, low_latency_compute",Dedicated NPU Chip,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:aatricks/llmedge,device,llmedge,"Android native AI inference library, bringing text, image, video, STT, TTS inference",https://aatricks.github.io/llmedge,https://github.com/aatricks/llmedge,Aatricks,AI Wearable,Smart Wearable,"edge_inference, vision_processing, sensor_fusion",,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:fareedkhan-dev/glm-5.2-in-c,device,glm-5.2-in-c,"GLM-5.2, a 744 billion parameter mixture of experts model, in a pure C inference engine: quantized to int4, experts streamed from disk, deployed and benchmarked. Generates in 16 GB of RAM.",https://medium.com/@fareedkhandev/77a3df56e7b4,https://github.com/fareedkhan-dev/glm-5.2-in-c,FareedKhan-dev,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:qdrant/qdrant-edge-demo,device,qdrant-edge-demo,POC visual search with smart glasses and Qdrant Edge.,https://qdrant.tech/edge,https://github.com/qdrant/qdrant-edge-demo,qdrant,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:hiveforensics-ai/knolo-core,device,knolo-core,"Knolo turns documents into a verifiable Knowledge Image (.knolo): one portable file you can mount, query, and prove. Deterministic retrieval, cryptographic roots, fail-closed verification. Local-first. No vector DB required.",https://knolo.dev,https://github.com/hiveforensics-ai/knolo-core,HiveForensics-AI,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:microsoft/sparrow,device,SPARROW,SPARROW — Solar-Powered Acoustic and Remote Recording Observation Watch. An AI-enabled edge device for biodiversity monitoring with camera-trap imaging and bioacoustic recording. By Microsoft AI for Good Lab.,https://unlocked.microsoft.com/project-sparrow,https://github.com/microsoft/sparrow,microsoft,AI Camera,Smart Camera Appliance,"edge_inference, vision_processing",NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:microaiinc/microai-security-and-monitoring,device,MicroAI-Security-and-Monitoring,,https://security.micro.ai,https://github.com/microaiinc/microai-security-and-monitoring,MicroAIInc,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:26:10.816756+00:00
device:fractera/agentic-engineering-infrastructure,device,Agentic-Engineering-Infrastructure,"Deploys your OS, databases, and SSL on your VPS in just 10 minutes. Orchestrates a team of AI agents for coding, marketing, and sales. The built-in optimizer saves up to 90% on token costs, letting you build and manage your online business directly through chat. Fully open-source.",https://fractera.ai,https://github.com/fractera/agentic-engineering-infrastructure,Fractera,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,True,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:fkkarakurt/nerve,device,Nerve,"Discover the equation behind your data — 82/100 Feynman equations, from one dependency-free C header. Plus a real Transformer, embeddings and on-device learning.",https://fkkarakurt.github.io/Nerve,https://github.com/fkkarakurt/nerve,fkkarakurt,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:ucsc-vlaa/visualclaw,device,VisualClaw,"Official Implementation of VisualClaw: A Real-Time, Personalized Agent for the Physical World",https://ucsc-vlaa.github.io/VisualClaw,https://github.com/ucsc-vlaa/visualclaw,UCSC-VLAA,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:sw-mobility/edge_vision,device,Edge_Vision,On-Device Vision SW,,https://github.com/sw-mobility/edge_vision,sw-mobility,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:aydinadnan/pulsevad,device,PulseVAD,"Ultra-tiny 2.1k streaming voice activity detector (2.1 KB INT8). 200 ms window for microcontrollers, edge devices, and DSPs. ships with ONNX, TorchScript, and standalone C header.",https://pypi.org/project/pulsevad,https://github.com/aydinadnan/pulsevad,AydinAdnan,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:cyprienquemeneur/fedpylot,device,fedpylot,FedPylot: Navigating Federated Learning for Real-Time Object Detection in Internet of Vehicles,https://arxiv.org/abs/2406.03611,https://github.com/cyprienquemeneur/fedpylot,CyprienQuemeneur,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, on_device_training",,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:eeeslab/cmix-nn,device,CMix-NN,CMix-NN: Mixed Low-Precision CNN Library for Memory-Constrained Edge Devices,,https://github.com/eeeslab/cmix-nn,EEESlab,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, on_device_training",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:chilly23/rp2040-and-esp32-ai,device,RP2040-and-ESP32-AI,Run a 28.9M-parameter TinyLM on ESP32-S3 with an RP2040 OLED display node for fully local embedded AI inference.,,https://github.com/chilly23/rp2040-and-esp32-ai,chilly23,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:mrusci/training-mixed-precision-quantized-networks,device,training-mixed-precision-quantized-networks,"This repository containts the pytorch scripts to train mixed-precision networks for microcontroller deployment, based on the memory contraints of the target device.",,https://github.com/mrusci/training-mixed-precision-quantized-networks,mrusci,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, on_device_training",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:sylvesterkaczmarek/phisat2-trustworthy-onboard-ai,device,phisat2-trustworthy-onboard-ai,"Trustworthy onboard satellite AI in PyTorch→ONNX→INT8 with calibration, telemetry, and a PhiSat-2 EO tile-filter demo.",https://sylvesterkaczmarek.com,https://github.com/sylvesterkaczmarek/phisat2-trustworthy-onboard-ai,sylvesterkaczmarek,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:lotvulture/lotvulture,device,lotvulture,Real-time parking lot occupancy detection using existing security cameras and on-device computer vision.,https://lotvulture.com,https://github.com/lotvulture/lotvulture,lotvulture,AI Camera,Smart Camera Appliance,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:thu-mig/edge-dit.cpp,device,edge-dit.cpp,"edge-dit.cpp — a native C/C++ inference engine for Diffusion Transformers (DiT), designed for local and resource-constrained devices with automatic VRAM-aware precision, placement, and offloading.",https://thu-mig.github.io/edge-dit.cpp,https://github.com/thu-mig/edge-dit.cpp,THU-MIG,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing, on_device_training, sensor_fusion",,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:qwertymcqwertz/monkeys-with-typewriters,device,monkeys-with-typewriters,The complete AI platform on a $3 microcontroller. Sub-millisecond inference. Zero hallucinations.,https://monkeyswithtypewriters.com,https://github.com/qwertymcqwertz/monkeys-with-typewriters,QwertyMcQwertz,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,True,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:boumedinebillal/yolo26n_esp,device,yolo26n_esp,World's First NMS-Free YOLOv26n on ESP32-P4. Features end-to-end Int8 QAT and custom C++ optimizations achieving 30% faster inference than the official ESP-DL YOLOv11n (1.7s vs 2.4s).,https://boumedinebillal.github.io/my_profile/project-viewer.html?id=yolo26n-esp32p4,https://github.com/boumedinebillal/yolo26n_esp,BoumedineBillal,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:n57d30top/gemma4-on-fpga,device,gemma4-on-FPGA,,,https://github.com/n57d30top/gemma4-on-fpga,n57d30top,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, low_latency_compute",Dedicated NPU Chip,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.8,2026-09-17T12:26:10.816756+00:00
device:jnbraun/bcnn,device,bcnn,A minimalist Deep Learning framework for embedded Computer Vision,,https://github.com/jnbraun/bcnn,jnbraun,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:flora233333/stm32-infer-mobilenetv2,device,STM32-Infer-MobileNetV2,Inferring MobileNetV2 on STM32H7,,https://github.com/flora233333/stm32-infer-mobilenetv2,Flora233333,AI Wearable,Smart Wearable,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:gilzone/installing-a-llm-on-raspberry-pi-zero-2-w,device,Installing-a-LLM-on-Raspberry-Pi-Zero-2-W,"This guide walks you through setting up a lightweight Large Language Model (LLM) on a Raspberry Pi Zero 2 W. We’ll use Raspberry Pi OS (Legacy, 64-bit) Lite, optimize the Pi for better performance, and install the Ollama application to run the model.",,https://github.com/gilzone/installing-a-llm-on-raspberry-pi-zero-2-w,Gilzone,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,Broadcom ARM NPU / Raspberry Pi,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:araobp/acoustic-features,device,acoustic-features,Acoustic features (MFSCs and MFCCs) for edge AI,,https://github.com/araobp/acoustic-features,araobp,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:ultralytics/yolov8,device,yolov8,"Ultralytics YOLOv8 discovery and quickstart for detection, segmentation, classification, pose, OBB, and tracking.",https://platform.ultralytics.com/ultralytics/yolov8,https://github.com/ultralytics/yolov8,ultralytics,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:ayushkothari96/pulse,device,pulse,"Real-time vibration anomaly detection on STM32L4 using NanoEdge AI and Zephyr RTOS. No cloud, no internet, runs on $15 hardware.",,https://github.com/ayushkothari96/pulse,Ayushkothari96,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:suoten/edgelitegateway,device,EdgeLiteGateway,EdgeLite: 开源边缘AI网关，13种工业协议+ONNX推理引擎，传感器/视觉AI双确认。Python，10分钟Docker部署。,,https://github.com/suoten/edgelitegateway,suoten,AI Workstation,Standalone Appliance,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
