Record ID,Article Title,Summary,Source Name,Source Domain,Canonical URL,Published At,Author,Categories,Event Cluster ID,Source URL
news:f40d3800d08ad0b7,SAVTrack: Selective Vote Aggregation for Reliability-Aware Point Cloud Tracking,"arXiv:2609.16662v1 Announce Type: new Abstract: 3D single object tracking (SOT) in LiDAR point clouds is essential for autonomous systems, but remains challenging under sparse and incomplete observations. In such cases, different target points provide highly uneven constraints on the object center, causing some point-to-center votes to be substantially less reliable than others. Existing point-based trackers typically aggregate these hypotheses without explicitly modeling their reliability, allo",arXiv Computer Science - Computer Vision,arxiv.org,https://arxiv.org/abs/2609.16662,2026-09-17T04:00:00Z,"Sifan Zhou, Linyue Tan, Qiwei Wang, Ziyu Zhao, Xiaobo Lu",Developer Tools | Research,cluster:ev-064,https://arxiv.org/abs/2609.16662
news:6b19e70492ae6405,Bridging the Perceptual Gap: Residual-Enhanced Downscaling and Manifold-Aware Perception Alignment Adaptation for NR-IQA,"arXiv:2609.16664v1 Announce Type: new Abstract: Leveraging Large Vision-Language Models like CLIP has recently set new benchmarks for No-Reference Image Quality Assessment (NR-IQA). However, the contrastive pretraining of CLIP inherently prioritizes semantic invariance, which often suppresses subtle perceptual signals, a phenomenon we term perceptual submergence. Furthermore, standard preprocessing techniques (e.g., cropping and interpolation) further exacerbate the loss of critical high-frequen",arXiv Computer Science - Computer Vision,arxiv.org,https://arxiv.org/abs/2609.16664,2026-09-17T04:00:00Z,"Yu Li, Zhengran Shen, Yachun Mi, Puchao Zhou, Shaohui Liu",Developer Tools | Research | Policy & Security,cluster:ev-065,https://arxiv.org/abs/2609.16664
news:248e4605d23e7c1a,Lesion-centered 3D mapping of colonoscopy procedures: validation of a hierarchical ensemble pipeline on public benchmark videos,"arXiv:2609.16672v1 Announce Type: new Abstract: Background and Objective: Colonoscopy recording practice preserves text reports and still photographs, while the spatial information already present in the recorded video - where the scope traveled, where a lesion was observed, and whether the same lesion was seen again - is discarded when the procedure ends. This study determines whether a lesion-centered spatial record can be assembled and validated without full-colon 3D reconstruction. Methods: ",arXiv Computer Science - Computer Vision,arxiv.org,https://arxiv.org/abs/2609.16672,2026-09-17T04:00:00Z,"Hyunjun Kim, Hyeonwoo Na, Jaewoo Lee",AI Models | Research,cluster:ev-066,https://arxiv.org/abs/2609.16672
news:b291242d06376b33,MEgoVista: Multi-view Ego-aware Motion Estimation for Metric 4D Hands and Head in the Wild,"arXiv:2609.16684v1 Announce Type: new Abstract: Learning manipulation from human video requires high-fidelity hand-motion reconstruction in metric units. Today's metric hand labels come from studio rigs and instrumented headsets, and both are confined in the same two ways: neither leaves a prepared setting, and neither is checked against an independent reference. Unconstrained head-worn recording promises the opposite trade-off, scaling with the number of people wearing a device. We therefore in",arXiv Computer Science - Computer Vision,arxiv.org,https://arxiv.org/abs/2609.16684,2026-09-17T04:00:00Z,"Jiangong Xiao (Northwestern Polytechnical University), Zhihao Zhang (Xi'an Jiaotong University), Yifei Dong (Maniformer), Chao Ma (Maniformer), Zhouyi Jin (Maniformer), Zhiwen Hou (Maniformer), Li Liu (Maniformer), Weihuang Chen (Xi'an Jiaotong University), Hongbin Sun (Xi'an Jiaotong University), Maoqing Yao (Maniformer)",Research,cluster:ev-067,https://arxiv.org/abs/2609.16684
news:41bc1ba1e28ca068,Efficient Quantization-Aware Distillation with Cross-Modal Alignment for Edge Vision-Language Models,"arXiv:2609.16689v1 Announce Type: new Abstract: Large-scale vision-language models (VLM) such as CLIP enable strong open-vocabulary reasoning, yet deploying these capabilities on resource-constrained edge devices remains challenging. EdgeVL addresses this problem by distilling CLIP representations into lightweight multi-modal encoders and applying quantization-aware training (QAT) for efficient Open-Vocabulary Classification (OVC) on edge hardware. However, its two-stage optimization applies dif",arXiv Computer Science - Computer Vision,arxiv.org,https://arxiv.org/abs/2609.16689,2026-09-17T04:00:00Z,"Jinwoo Jeon, GyuYeop Do, Yubin Lim, Nam-Joon Kim, Hyun Gon Ryu, Hyuk-Jae Lee, Byung-Jun Lee",Agents | Developer Tools | Research | Policy & Security,cluster:ev-068,https://arxiv.org/abs/2609.16689
news:088ec08201a758e0,Efficient 3D Whole-Body PET Image Denoising via Conditional Rectified Flow With Optimized Sampling Strategy,"arXiv:2609.16690v1 Announce Type: new Abstract: Reducing radiation exposure in Positron Emission Tomography (PET) is important for patient safety; however, ultra-low-dose imaging suffers from severe noise, which may affect diagnostic interpretation without appropriate image enhancement. While current 3D deep generative models, particularly diffusion models, have shown strong reconstruction fidelity, their practical use can be limited by long inference times. In contrast, faster 2D-based alternat",arXiv Computer Science - Computer Vision,arxiv.org,https://arxiv.org/abs/2609.16690,2026-09-17T04:00:00Z,"Jiale Shen, Guolin Wang, Chenhao Wang, Xinhui Su, Wei Luo, Feng Yu",AI Models | Developer Tools | Research | Policy & Security,cluster:ev-069,https://arxiv.org/abs/2609.16690
news:5f45611223ecccf8,MAETrack: Unleashing the Potential of Pretrained Geometric Priors for 3D Single Object Tracking,"arXiv:2609.16695v1 Announce Type: new Abstract: Large-scale pre-training has transformed representation learning in 2D vision, yet its transferability to 3D single object tracking (SOT) remains insufficiently understood. Directly fine-tuning self-supervised 3D encoders, such as masked autoencoders (MAE), often leads to sub-optimal adaptation because the reconstruction objective is not fully aligned with the spatial-temporal matching requirements of tracking. In this paper, we observe that this d",arXiv Computer Science - Computer Vision,arxiv.org,https://arxiv.org/abs/2609.16695,2026-09-17T04:00:00Z,"Sifan Zhou, Qiwei Wang, Linyue Tan, Ziyu Liu, Ziyu Zhao, Xiaobo Lu",Generative AI | Developer Tools | Research,cluster:ev-070,https://arxiv.org/abs/2609.16695
news:127d99a33bbcc048,Enhancing Extubation Failure Prediction with LLM-Derived Features from Respiratory Therapy Clinical Notes,"arXiv:2609.17532v1 Announce Type: new Abstract: Invasive mechanical ventilation is a lifesaving therapy, but timely, safe discontinuation is essential to preventing extubation failure (EF) and related risks to health. We present a novel approach to EF prediction that leverages features classified in free-text respiratory therapy notes using a large language model and logistic regression pipeline. Applied to a patient cohort from University of Washington Medicine, our method identifies clinically",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17532,2026-09-17T04:00:00Z,"Izzy Chaiken, Aditya Khowal, Neha A. Sathe, Mark M. Wurfel, Lucy Lu Wang",AI Models | Research,cluster:ev-071,https://arxiv.org/abs/2609.17532
news:7cfcae69631f584a,Faking Good and Faking Bad in LLMs: Response Distortion Across Dark Triad Personality Traits,"arXiv:2609.17534v1 Announce Type: new Abstract: Social desirability and impression management are pervasive sources of response distortion in human personality assessment, yet their effects on Large Language Models (LLMs) remain underexplored. This study investigates whether contemporary LLMs systematically modulate the expression of Dark Triad traits (Machiavellianism, narcissism, and psychopathy) under fake-good and fake-bad conditions. Seven state-of-the-art models were evaluated across two e",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17534,2026-09-17T04:00:00Z,"Victoria Popa, Guglielmo Cola, Caterina Senette, Maurizio Tesconi",AI Models | Research | Policy & Security,cluster:ev-072,https://arxiv.org/abs/2609.17534
news:a2974beedad2b0a0,DANTINOX: A Unified Framework for Multi-Paradigm Language Modeling,"arXiv:2609.17535v1 Announce Type: new Abstract: Language generation research increasingly spans three paradigms: autoregressive decoding, discrete masked diffusion, and continuous flow-matching. Comparing them is difficult because each lives in a separate codebase, so measured differences often reflect implementation details rather than the paradigms themselves. We present DantinoX, an open-source JAX/Flax library in which a single modular Transformer backbone serves all three paradigms. Switchi",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17535,2026-09-17T04:00:00Z,"Marco Simoni, Aleksandar Fontana, Giulio Rossolini, Andrea Saracino",AI Models | Developer Tools | Research,cluster:ev-073,https://arxiv.org/abs/2609.17535
news:e904296a074ddd0a,Think Before You Comfort: Reflective Cognitive Alignment for Protocol-Grounded Elderly Stimulation Agents,"arXiv:2609.17536v1 Announce Type: new Abstract: Cognitive Stimulation Therapy (CST) offers non-pharmacological support for elders with cognitive impairment, yet scalability remains constrained by reliance on trained facilitators and severe data scarcity, particularly for privacy-sensitive, low-resource languages such as Cantonese. While Large Language Models (LLMs) show promise for automated companionship, they often struggle to balance empathetic engagement with adherence to cognitive stimulati",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17536,2026-09-17T04:00:00Z,"Jiyue Jiang, Ziyi Li, He Hu, Sheng Wang, Yuhan Chen, Yanyu Chen, Jingqi Zhou, Pengan Chen, Fei Ma, Irwin King, Yu Li, Chuan Wu",Agents | Developer Tools | Research | Policy & Security,cluster:ev-074,https://arxiv.org/abs/2609.17536
news:5c2c8bd905051fe9,Relation Before Entity: Deferred Commitment in Language Model Factual Recall,"arXiv:2609.17537v1 Announce Type: new Abstract: We ask whether relation-type information (e.g., capital-of) and entity-specific information (e.g., France to Paris) become causally active at the final-token position at the same depth during recall. Using four complementary causal diagnostics across four decoder-only models and eight prompt families, we find a robust temporal asymmetry: relation information becomes generation-controlling before entity information does. Relation onset precedes enti",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17537,2026-09-17T04:00:00Z,Divyansh Agarwal,AI Models | Generative AI | Research,cluster:ev-075,https://arxiv.org/abs/2609.17537
news:f83d143505150e60,From Pixels to Pairs: A Comprehensive Benchmark of LLM-Based Key-Value Extraction in Noisy Document Settings,"arXiv:2609.17538v1 Announce Type: new Abstract: Large language models (LLMs) are increasingly used for structured information extraction from documents, yet their behavior under realistic OCR noise remains poorly understood. We present a systematic benchmark of open-source instruction-tuned LLMs for key-value pair (KVP) extraction under both clean-text and noisy OCR conditions. We evaluate representative decoder-only models (Gemma, Mistral, Qwen2.5, LLaMA 3, and DeepSeek) on the FUNSD, CORD, and",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17538,2026-09-17T04:00:00Z,"Zahra Anvari, Vassilis Athitsos",AI Models | Agents | Research | Companies,cluster:ev-076,https://arxiv.org/abs/2609.17538
news:ad654094160d2068,MudawanSn: A Gold-Standard Wolof-Arabic Parallel Corpus for Machine Translation,"arXiv:2609.17539v1 Announce Type: new Abstract: We present MudawanSn, a gold-standard resource of 1,271 sentence-aligned pairs manually translated from Wolof into Modern Standard Arabic (MSA). The source texts are drawn from the MasakhaNER corpus and cover politics, society, religion, and sports in Senegalese news discourse. Although multilingual resources such as FLORES-200 and NTREX include both Wolof and Arabic, no publicly available parallel corpus is specifically designed for the Wolof-Mode",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17539,2026-09-17T04:00:00Z,"Mouhamed Mbaye, Thierno Diop",AI Models | Generative AI | Research | Policy & Security,cluster:ev-077,https://arxiv.org/abs/2609.17539
news:5e2abb2ae6fc07ae,Register Bias in Complexity-Based Large Language Model Routing,"arXiv:2609.17542v1 Announce Type: new Abstract: Large language model services increasingly route each query to one of several models of differing capability, using a cheap estimate of query complexity to send easy queries to small models and hard queries to large ones. I show that this routing step is not register neutral: text written in a non-standard English register, African American English or the English of second-language writers, is systematically assigned a lower-capacity tier than a me",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17542,2026-09-17T04:00:00Z,Simran Koul,AI Models | Research,cluster:ev-078,https://arxiv.org/abs/2609.17542
news:1f1fd2530378e050,Large Language Models Versus Physicians in Traditional Chinese Medicine: A Real-World Clinical Case Evaluation,"arXiv:2609.17544v1 Announce Type: new Abstract: Large language models (LLMs) are increasingly being explored for clinical applications, yet their assessment for real-world traditional Chinese medicine (TCM) practice remains limited We constructed a clinical case library comprising 349 de-identified outpatient cases from 62 hospitals and evaluated 16 LLMs and a comparator cohort of 60 practicing TCM physicians using 60 representative cases selected from this library. Model outputs and physician r",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17544,2026-09-17T04:00:00Z,"Jiacheng Xie, Xiaoting Tang, Yang Yu, Jinpu Li, Shouli Li, Congcong Jing, Yantao Yang, Zhiyong Zhao, Ziyang Zhang, Qilin Song, Guanghui An, Dong Xu",AI Models | Research | Policy & Security,cluster:ev-079,https://arxiv.org/abs/2609.17544
news:5509912d42d16464,Legal LLM Hallucination Should Be Evaluated as Failure of Legal Warrant,"arXiv:2609.17546v1 Announce Type: new Abstract: In this position paper, we argue that legal LLMs' hallucinations should be evaluated as a failure of legal warrant rather than as factual inaccuracy or citation failure. We define claim-authority warrant as the context-sensitive relation between a consequential legal claim and authority that exists, applies to the relevant jurisdiction, is current for the date of analysis, has the legal status represented by the system, and supports the proposition",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17546,2026-09-17T04:00:00Z,"Maksym Taranukhin, Vered Shwartz",AI Models | Research | Policy & Security,cluster:ev-080,https://arxiv.org/abs/2609.17546
news:c2624e8052fbfbc0,How AI Assistants Respond to Repeated Abuse,"arXiv:2609.17547v1 Announce Type: new Abstract: AI assistants are expected to remain useful during difficult interactions, but little is known about how repeated verbal abuse changes their engagement with an otherwise benign task. We contribute a bilingual, multi-turn framework that separates hard disengagement, an unconditional statement of noncontinuation with no stated route to resume, from soft withdrawal, continued availability, observable task-related work, and boundary setting. Each of ei",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17547,2026-09-17T04:00:00Z,"William Guey, Wei Zhang, Pierrick Bougault, Yi Wang, Agoston Bodo, Vitor D de Moura, Jos\'e O Gomes",AI Models | Developer Tools | Research,cluster:ev-081,https://arxiv.org/abs/2609.17547
news:a6aa718058efac37,Myovox: Reading Speech from the Muscles of the Face,"arXiv:2609.17548v1 Announce Type: new Abstract: Myovox, from myo (muscle) and vox (voice), decodes open-vocabulary English text from 31-channel surface electromyography (sEMG) recorded from the muscles of the face during vocalized speech. It takes the single-subject emg2speech General Corpus from a published 51.17% word error rate to 18.53%, in three separable moves, each measured in isolation. First, I recover the open-vocabulary decode settings missing from the public release and reach a faith",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17548,2026-09-17T04:00:00Z,Varshith Madishetty,AI Models | Research,cluster:ev-082,https://arxiv.org/abs/2609.17548
news:6ec9b6f71d727815,Do Social Patterns Hold in Synthetic Data? Analyzing Cyberbullying Dynamics in LLM-Generated and Authentic Dialogues,"arXiv:2609.17549v1 Announce Type: new Abstract: Cyberbullying (CB) is a complex social phenomenon characterized by repeated aggression, power imbalance, and multi-party interaction. Although large language models (LLMs) are increasingly used to generate synthetic CB conversations for data augmentation and benchmarking, it remains unclear whether such data faithfully reproduces the social dynamics of authentic interactions beyond supporting downstream task performance. We present a comprehensive ",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17549,2026-09-17T04:00:00Z,"Arefeh Kazemi, Hamza Qadeer, Sinan Asci, Joachim Wagner, Brian Davis",AI Models | Generative AI | Developer Tools | Research,cluster:ev-083,https://arxiv.org/abs/2609.17549
news:00ac9a28242f9b5c,"No Usable Linear ""Capitulation Direction"" in Two Small LLMs: A Validation Protocol for Activation-Steering Claims, and a Cross-Family Behavioral Study of Sycophancy Under Pushback","arXiv:2609.17550v1 Announce Type: new Abstract: Language models frequently abandon correct answers when users push back. We study this in two small instruction-tuned models from different families, Qwen2.5-1.5B and Llama-3.2-1B, over TriviaQA: the model answers, is challenged with one of four scripted pushback styles, and answers again. Conditioned on an initially correct answer, the models flip to a wrong answer in 41.8% and 43.1% of episodes. Which pressure works is a property of the model, no",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17550,2026-09-17T04:00:00Z,"Saad Aamir, Muhammad Awais Bin Adil",AI Models | Research,cluster:ev-084,https://arxiv.org/abs/2609.17550
news:855189262a5192c2,Does Moral Reasoning Training Help or Hurt? Red-Teaming RL-Trained Ethical Agents with Persona Attacks,"arXiv:2609.17552v1 Announce Type: new Abstract: Moral-reward RL can make language-model agents more cooperative, but whether that alignment survives adversarial persona pressure is unknown. Such attacks are realistic: retrieved context, tool outputs, or multi-turn framing can all inject role instructions that compete with the agent's moral objective. We red-team morally trained Gemma-2-27B/9B and Llama-3.1-8B agents with five persona attacks, then probe causality with noise-reward controls, adve",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17552,2026-09-17T04:00:00Z,Arth Singh,AI Models | Agents | Research | Policy & Security,cluster:ev-085,https://arxiv.org/abs/2609.17552
news:19cda0111dde6a15,"The Limits of BPE Tokenization in Polish: Segmentation-Flexional Forms, Grammatical Anchoring, and First-Person Stability in Inflectional Language Models","arXiv:2609.17553v1 Announce Type: new Abstract: This article analyzes BPE tokenization in Polish as a test case for the limits of statistical segmentation in an inflectional language. It asks whether frequency-based tokenization preserves linguistically relevant units, including orthographic form, phonemic and syllabic segmentation, derivational structure, inflectional endings, grammatical form, and the speaking subject. The material includes diagnostic words, a children's text, selected forms f",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17553,2026-09-17T04:00:00Z,Elzbieta Dawidek (University of Lower Silesia DSW Ideis),AI Models | Developer Tools | Research,cluster:ev-086,https://arxiv.org/abs/2609.17553
news:29074297b0c2f0ef,English Word Sense Disambiguation in 2026: When the Labels Become the Bottleneck,"arXiv:2609.17554v1 Announce Type: new Abstract: In English all-words word sense disambiguation (WSD), the labels, not the models, have become the bottleneck: frontier LLMs are accurate enough that the errors surviving in the gold standard decide benchmark rankings -- in the test sets we score on and, as we show causally, in the corpus we train on. We release lexEN, a WSD evaluation benchmark built as a conservative, human-adjudicated correction layer over Maru2022's ALL_NEW benchmark (211 labels",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17554,2026-09-17T04:00:00Z,"Vassili Philippov, Amro Salman, Dmitrii Andreev, Penny Hands, Emil Kaiumov, Pavel Katunin, Anton Nikolaev",AI Models | Agents | Research,cluster:ev-087,https://arxiv.org/abs/2609.17554
news:bf79ed39c281acff,Making Political Text Scaling Comparable: Infrastructure and Hyperparameter Sensitivity for 17 Algorithms,"arXiv:2609.17602v1 Announce Type: new Abstract: Computational text-based ideal point estimation (CT-IPE) methods are usually compared as named algorithms, yet applying them involves numerous researcher choices that configure how political text is turned into position estimates. This paper argues that CT-IPE methods are better understood as configurable measurement pipelines than as fixed estimators. Building on a large-scale comparative experiment spanning 17 CT-IPE algorithms, 5,537 experimenta",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17602,2026-09-17T04:00:00Z,Patrick Parschan,AI Models | Research,cluster:ev-088,https://arxiv.org/abs/2609.17602
news:7c889ffffb48d7e0,Confidence Comes from Experience: Experiential Confidence Estimation from Reasoning to Agents,"arXiv:2609.17708v1 Announce Type: new Abstract: Reliable confidence estimation is increasingly central to the trustworthy deployment of language models: a calibrated estimate of the probability that an output is correct decides what to ship, what to escalate, and what to retry. Existing confidence estimators, however, share one design premise: they only read the current inference process, either by introspecting on it, scoring its token probabilities, or resampling it. We argue that the current ",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17708,2026-09-17T04:00:00Z,"Caiqi Zhang, Xiaochen Zhu, Chengzu Li, Yulong Chen, Dharshan Kumaran, Nigel Collier",AI Models | Agents | Research,cluster:ev-089,https://arxiv.org/abs/2609.17708
news:5e907d8e27761127,Is Trump's Vocabulary Poor? Vocabulary Richness Across Texts of Different Lenghts,arXiv:2609.17747v1 Announce Type: new Abstract: This study explores the vocabulary richness of oral political communication. A model explaining the lexicon growth is proposed by subdividing the whole vocabulary into terms generated by general and specialized glossaries.,arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17747,2026-09-17T04:00:00Z,"Dominique Labbe, Cyril Labbe, Jacques Savoy",AI Models | Research,cluster:ev-090,https://arxiv.org/abs/2609.17747
news:5833e24703dab67b,Evolution of US Oral Political Language,"arXiv:2609.17755v1 Announce Type: new Abstract: The analysis of US political language is usually based on the written form (e.g. presidential addresses) or posts broadcasted on various social networks. Oral production, however, which is even more frequent, can better reveal the style and mode of thinking of the speaker. This study covers this mode of linguistic communication by considering 19 candidates from the presidential elections between 1960 to 2024. Our main research objectives are to dis",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17755,2026-09-17T04:00:00Z,Jacques Savoy,Research,cluster:ev-091,https://arxiv.org/abs/2609.17755
news:19340d27f40749ce,Is Luke the Author of a Gospel and the Acts of the Apostles?,"arXiv:2609.17762v1 Announce Type: new Abstract: According to Christian tradition, Luke is credited with authoring a Gospel and the Acts of the Apostles, even if his name does not appear in either book, both originally written in Koine Greek. Several biblical scholars assume that both texts were written by a common author, while others deduce the presence of two authors. Different studies have been found to support either finding, some based on qualitative evaluation, while a few others consider ",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17762,2026-09-17T04:00:00Z,Jacques Savoy,AI Models | Research,cluster:ev-092,https://arxiv.org/abs/2609.17762
news:23c52f165f0146f8,How Calibration Content Shapes Attention-Based Reranking,"arXiv:2609.17764v1 Announce Type: new Abstract: Attention-based rerankers score documents by aggregating query-to-document attention and subtracting a null-query calibration pass to remove positional and structural bias. Although widely used, this calibration assumes that the null pass removes irrelevant signal from each document. We show that modern prompt content, e.g. constraints, instructions, personas, and demonstrations can violate this assumption when it enters the scoring readout, making",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17764,2026-09-17T04:00:00Z,"Petros Karypis, Hossein Rajaby Faghihi, Peter Chen, Rui Zhu, Noveen Sachdeva, Yan Zhu, Julian McAuley",Generative AI | Research,cluster:ev-093,https://arxiv.org/abs/2609.17764
news:b31aa46d47dd12c1,PrimeScientist: Strategic Allocation of Research Effort in Autonomous Research,"arXiv:2609.17846v1 Announce Type: new Abstract: Autonomous research agents aim to automate scientific workflows, from proposing ideas to conducting experiments and analyzing results. Yet current AI and research agents can propose more directions than available resources allow them to pursue. Moreover, each attempt could consume substantial resources, requiring agents to reconsider how to invest in subsequent research. Thus, deciding how to invest research effort strategically should be a definin",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17846,2026-09-17T04:00:00Z,"Xinle Yu, Fan Bai, Kaiser Sun, Hengshuo Miao, Abhay Anand, Zhongyan Luo, Kun Zhou, Zhen Wang",Research | Policy & Security,cluster:ev-094,https://arxiv.org/abs/2609.17846
news:39d253e145e885f2,"SFT or RL for Tool-Calling Agents? A Controlled Study Across Data, Method, and Scale","arXiv:2609.17848v1 Announce Type: new Abstract: Limited controlled evidence exists on how training data, adaptation method, and model scale jointly affect tool-calling performance in language-model agents. We evaluate supervised fine-tuning (SFT) with LoRA, reinforcement learning (RL) via Group Relative Policy Optimization (GRPO), and SFT followed by GRPO across six Qwen3 models from 0.6B to 32B parameters, covering both in-distribution performance and cross-dataset transfer. SFT with LoRA is th",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17848,2026-09-17T04:00:00Z,"Md Tahmid Rahman Laskar, Xue-Yong Fu, Shashi Bhushan TN",AI Models | Generative AI | Research | Policy & Security,cluster:ev-095,https://arxiv.org/abs/2609.17848
news:aa8b5e82a412bbff,"AfriSyCo: Measuring Assertive Framing, Verification, and Wording Sensitivity Around African-Language Content","arXiv:2609.17853v1 Announce Type: new Abstract: AfriSyCo studies answer switching around African-language factual content with two complementary layers: native-language follow-ups and a controlled cross-language factorial whose question, options, and target remain in the African language while the follow-up framing is English. We analyze 1,415 turn-1-correct model-language-item observations derived from 100 source questions across seven open-weight checkpoints and six languages; turn-1-correct d",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17853,2026-09-17T04:00:00Z,"David Ababio Awuni, Rose-Mary Owusuaa Mensah Gyening, Elvis Gyasi Owusu",AI Models | Generative AI | Research,cluster:ev-096,https://arxiv.org/abs/2609.17853
news:03144b8b12831d3a,Who Judges Matters: Measuring Family-Conditioned Preference in LLM-as-Judge Panels,"arXiv:2609.17857v1 Announce Type: new Abstract: Who the judge is can affect an LLM-as-judge result, but measuring that effect without confusing it with candidate quality is difficult. We study four open-weight families (Llama 3.1, Qwen 2.5, Gemma 2, and Yi 1.5) in a fully crossed pairwise design with 9,312 judgments. A common per-family statistic is strongly confounded with candidate quality and correlates with Bradley-Terry ability at r = 0.95. We derive a corrected estimator that holds the can",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17857,2026-09-17T04:00:00Z,"David Ababio Awuni, Luke E. K. Achenie, Benjamin Tei Partey, Elvis Gyasi Owusu, Nii-Nai Derrick Sowah",AI Models | Research,cluster:ev-097,https://arxiv.org/abs/2609.17857
news:8777e4bbe8c24697,TACTICS: Taxonomy-Aware Intelligent Corpus Sampling for Machine Translation,"arXiv:2609.17956v1 Announce Type: new Abstract: Large-scale machine-translation (MT) systems are typically evaluated on random samples from a corpus whose distributional composition is an artifact of how it was assembled. Such a sample inherits the phenomena the collection happens to contain rather than the full space a system must handle, spanning rule-governed conventions (terminology, punctuation, currency formatting) and context-dependent phenomena (tone, honorifics, document-level coherence",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17956,2026-09-17T04:00:00Z,"Prasanth Bathala, Anubhav Shrimal, Sukhdeep Singh Kharbhanda, Pradyumna Lanka, Rohit Dhaipule",Research,cluster:ev-098,https://arxiv.org/abs/2609.17956
news:19b1c417a7706229,Modeling the Developmental Shift in Telicity Acquisition,"arXiv:2609.17996v1 Announce Type: new Abstract: Acquiring telicity, which is the distinction between bounded (e.g., ate an apple) and unbounded (e.g., ate apples) events, requires first language (L1) learners to map surface-level and semantic cues to abstract event structures, but the computational trajectory of this mapping is not well understood. We introduce a Difference in Surprisal method that uses GPT2 token surprisal over paired temporal adverbial diagnostics (in an hour versus for an hou",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.17996,2026-09-17T04:00:00Z,"Ellie Xia, Parisa Kordjamshidi, Alan Hezao Ke",AI Models | Research | Companies,cluster:ev-099,https://arxiv.org/abs/2609.17996
news:ce34c08b1adcd51f,A Calibrated Instrument for Measuring How Inference Optimizations Affect Output Quality,"arXiv:2609.18005v1 Announce Type: new Abstract: Large language model optimization is an active research area, spanning quantization of model weights, early-exit methods for skipping layers, and speculative decoding. Each track uses its own quality measures, typically an idiosyncratic benchmark score. Few approach the measurement precision required by other scientific disciplines. We propose a rigorous methodology for measuring output quality, suitable for cross-system and cross-technique compari",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.18005,2026-09-17T04:00:00Z,Jerry Kaplan,AI Models | Research | Companies,cluster:ev-100,https://arxiv.org/abs/2609.18005
news:900c06917b29dc19,Gaze as Evidence for Common Grounding: A Cross-Corpus Analysis of MapTask and MUNDEX,"arXiv:2609.18011v1 Announce Type: new Abstract: In collaborative tasks with asymmetric information, participants coordinate their understanding through interaction. We ask whether gaze provides evidence about grounding across two such tasks. Working from discrete behavioral annotations, we map HCRC MapTask (Anderson et al., 1991) and MUNDEX (T\""urk et al., 2023) into a shared partner/task/away vocabulary and compute gaze features around task-relevant dialogue units. In both corpora, aligned refe",arXiv Computer Science - Computation & Language,arxiv.org,https://arxiv.org/abs/2609.18011,2026-09-17T04:00:00Z,"Nan Li, Albert Gatt, Massimo Poesio",Research,cluster:ev-101,https://arxiv.org/abs/2609.18011
